FBgn_mel	gene_symbol_mel	scaffold_mel	location_mel	strand_mel	FBgn_sim	gene_symbol_sim	scaffold_sim	location_sim	strand_sim	orthoDB_ID_sim	gene_symbol_yak	scaffold_yak	location_yak	strand_yak	FBgn_yak	orthoDB_ID_yak
8965	FBgn0051055	CG31055	3R	27685632..27688134	-1	FBgn0189608	Dsim\GD18064	Scf_3R	22936804..22938770	-1	EOG09190KD3	CG31055	3R	27685632..27688134	-1	FBgn0228404	Dyak\GE10547
8966	FBgn0051064	CG31064	3R	27229505..27239085	-1	FBgn0189628	Dsim\GD18085	Scf_3R	22497074..22506376	-1	EOG091904KM	CG31064	3R	27229505..27239085	-1	FBgn0228434	Dyak\GE10579
8967	FBgn0051065	ppk31	3R	27163124..27165131	1	FBgn0270883	Dsim\GD29593	Scf_3R	22430957..22432827	1	EOG091909M9	ppk31	3R	27163124..27165131	1	FBgn0276818	Dyak\GE28663
8968	FBgn0051068	CG31068	3R	27233698..27236360	1	FBgn0186804	Dsim\GD15133	Scf_3R	22501089..22503724	1	EOG0919043A	CG31068	3R	27233698..27236360	1	FBgn0240882	Dyak\GE23724
8969	FBgn0051072	Lerp	3R	26842462..26863130	-1	FBgn0189659	Dsim\GD18117	Scf_3R	22127752..22148451	-1	EOG09190251	Lerp	3R	26842462..26863130	-1	FBgn0228466	Dyak\GE10613
8970	FBgn0051075	CG31075	3R	26985624..26988517	-1	FBgn0189649	Dsim\GD18107	Scf_3R	22270837..22273724	-1	EOG091907V5	CG31075	3R	26985624..26988517	-1	FBgn0228457	Dyak\GE10603
8971	FBgn0051076	CG31076	3R	26989035..26989852	-1	FBgn0269894	Dsim\GD28604	Scf_3R	22274172..22275068	-1	EOG09190HM5	CG31076	3R	26989035..26989852	-1	FBgn0228456	Dyak\GE10602
8972	FBgn0051077	CG31077	3R	26999752..27002961	1	FBgn0192757	Dsim\GD21320	Scf_3R	22284882..22288115	1	EOG091901PW	CG31077	3R	26999752..27002961	1	FBgn0240865	Dyak\GE23707
8973	FBgn0051080	TwdlH	3R	26633732..26634714	1	FBgn0192733	Dsim\GD21294	Scf_3R	21919182..21920158	1	EOG09190H4B	TwdlH	3R	26633732..26634714	1	FBgn0240841	Dyak\GE23681
8974	FBgn0051081	TwdlR	3R	26634885..26635998	1	FBgn0192734	Dsim\GD21295	Scf_3R	21920329..21921442	1	EOG09190DVJ	TwdlR	3R	26634885..26635998	1	FBgn0240842	Dyak\GE23682
8975	FBgn0051088	CG31088	3R	15950201..15950943	-1	FBgn0189329	Dsim\GD17781	Scf_3R	9474105..9474383	1	EOG09190KRJ	CG31088	3R	15950201..15950943	-1	FBgn0276151	Dyak\GE27996
8976	FBgn0051089	CG31089	3R	25902643..25904178	1	FBgn0192697	Dsim\GD21247	Scf_3R	21224875..21226573	1	EOG0919085X	CG31089	3R	25902643..25904178	1	FBgn0240804	Dyak\GE23632
8977	FBgn0051091	CG31091	3R	25899903..25902172	1	FBgn0192696	Dsim\GD21246	Scf_3R	21222132..21224493	1	EOG091907IK	CG31091	3R	25899903..25902172	1	FBgn0240803	Dyak\GE23631
8978	FBgn0051093	CG31093	3R	25789819..25790471	-1	FBgn0189702	Dsim\GD18166	Scf_3R	21120995..21121665	-1	EOG09190HPS	CG31093	3R	25789819..25790471	-1	FBgn0228510	Dyak\GE10661
8979	FBgn0051098	CG31098	3R	25291370..25292977	-1	FBgn0189750	Dsim\GD18215	Scf_3R	20631956..20633561	-1	EOG09190914	CG31098	3R	25291370..25292977	-1	FBgn0228561	Dyak\GE10716
8980	FBgn0051099	CG31099	3R	25309429..25310943	-1	FBgn0189745	Dsim\GD18210	Scf_3R	20649952..20651473	-1	EOG091908QV	CG31099	3R	25309429..25310943	-1	FBgn0228556	Dyak\GE10711
8981	FBgn0051100	CG31100	3R	8995229..9003650	-1	FBgn0192292	Dsim\GD20830	Scf_3R	16183444..16192125	1	EOG091904C4	CG31100	3R	8995229..9003650	-1	FBgn0241908	Dyak\GE24807
8982	FBgn0051102	CG31102	3R	25293458..25295594	-1	FBgn0189749	Dsim\GD18214	Scf_3R	20634050..20636149	-1	EOG091908S0	CG31102	3R	25293458..25295594	-1	FBgn0228560	Dyak\GE10715
8983	FBgn0051103	CG31103	3R	25219318..25221444	1	FBgn0192638	Dsim\GD21187	Scf_3R	20554126..20556263	1	EOG091907BM	CG31103	3R	25219318..25221444	1	FBgn0240748	Dyak\GE23572
8984	FBgn0051105	ppk22	3R	24857585..24859801	-1	FBgn0189792	Dsim\GD18259	Scf_3R	20199120..20201432	-1	EOG091907U4	ppk22	3R	24857585..24859801	-1	FBgn0228608	Dyak\GE10766
8985	FBgn0051106	CG31106	3R	25216297..25218708	1	FBgn0192637	Dsim\GD21186	Scf_3R	20551118..20553539	1	EOG091905XR	CG31106	3R	25216297..25218708	1	FBgn0240747	Dyak\GE23571
8986	FBgn0051108	TTLL5	3R	25112867..25122920	-1	FBgn0189768	Dsim\GD18234	Scf_3R	20448860..20458992	-1	EOG091901WM	TTLL5	3R	25112867..25122920	-1	FBgn0228582	Dyak\GE10739
8987	FBgn0051109	CG31109	3R	25053369..25054653	-1	FBgn0189776	Dsim\GD18242	Scf_3R	20389921..20391167	-1	EOG09190HXE	CG31109	3R	25053369..25054653	-1	FBgn0228590	Dyak\GE10747
8988	FBgn0051111	CG31111	3R	25055076..25056177	-1	FBgn0189774	Dsim\GD18240	Scf_3R	20391375..20392583	-1	EOG09190CO5	CG31111	3R	25055076..25056177	-1	FBgn0228589	Dyak\GE10746
8989	FBgn0051115	CG31115	3R	25036944..25037982	1	FBgn0192610	Dsim\GD21159	Scf_3R	20373332..20374608	1	EOG09190C9C	CG31115	3R	25036944..25037982	1	FBgn0240720	Dyak\GE23544
8990	FBgn0051116	ClC-a	3R	11797244..11813207	-1	FBgn0192099	Dsim\GD20633	Scf_3R	13460994..13477064	1	EOG091901LA	ClC-a	3R	11797244..11813207	-1	FBgn0227965	Dyak\GE10083
8991	FBgn0051118	RabX4	3R	24826665..24828409	-1	FBgn0189798	Dsim\GD18265	Scf_3R	20167416..20169806	-1	EOG09190FMS	RabX4	3R	24826665..24828409	-1	FBgn0228612	Dyak\GE10770
8992	FBgn0051119	HDAC11	3R	24854496..24856243	-1	FBgn0189794	Dsim\GD18261	Scf_3R	20196263..20197779	-1	EOG09190AS9	HDAC11	3R	24854496..24856243	-1	FBgn0228610	Dyak\GE10768
8993	FBgn0051121	CG31121	3R	24881466..24894605	-1	FBgn0189787	Dsim\GD18254	Scf_3R	20223456..20236363	-1	EOG09190318	CG31121	3R	24881466..24894605	-1	FBgn0228601	Dyak\GE10759
8994	FBgn0051122	CG31122	3R	18406064..18412874	-1	FBgn0269932	Dsim\GD28642	Scf_3R	7038020..7044768	1	EOG091909WL	CG31122	3R	18406064..18412874	-1	FBgn0242280	Dyak\GE25196
8995	FBgn0051125	CG31125	3R	24653371..24654820	-1	FBgn0189811	Dsim\GD18278	Scf_ICT21	7965..9553	1	EOG09190CW5	CG31125	3R	24653371..24654820	-1	FBgn0228625	Dyak\GE10783
8996	FBgn0051126	CG31126	3R	24659621..24660265	1	FBgn0192573	Dsim\GD21119	Scf_ICT21	2652..3302	-1	EOG09190IDK	CG31126	3R	24659621..24660265	1	FBgn0240684	Dyak\GE23505
8997	FBgn0051133	Slimp	3R	24147436..24148967	-1	FBgn0189851	Dsim\GD18320	Scf_3R	19510369..19511898	-1	EOG0919077R	Slimp	3R	24147436..24148967	-1	FBgn0228666	Dyak\GE10826
8998	FBgn0051140	CG31140	3R	23963180..23983232	1	FBgn0192505	Dsim\GD21050	Scf_3R	19329280..19347312	1	EOG091900Z7	CG31140	3R	23963180..23983232	1	FBgn0240619	Dyak\GE23434
8999	FBgn0051141	CG31141	3R	23923300..23924319	1	FBgn0192498	Dsim\GD21043	Scf_3R	19285999..19287045	1	EOG09190ECO	CG31141	3R	23923300..23924319	1	FBgn0228265	Dyak\GE10400
9000	FBgn0051145	CG31145	3R	23605751..23669659	-1	FBgn0189894	Dsim\GD18367	Scf_3R	18981937..19008581	-1	EOG091902HC	CG31145	3R	23605751..23669659	-1	FBgn0241081	Dyak\GE23938
9001	FBgn0051148	Gba1a	3R	23700621..23702605	1	FBgn0192482	Dsim\GD21027	Scf_3R	19077369..19079484	1	EOG091906LG	Gba1a	3R	23700621..23702605	1	FBgn0228250	Dyak\GE10384
9002	FBgn0051151	wge	3R	22710883..22721150	-1	FBgn0189960	Dsim\GD18436	Scf_3R	18062622..18072238	-1	EOG0919019Q	wge	3R	22710883..22721150	-1	FBgn0241154	Dyak\GE24012
9003	FBgn0051155	Rpb7	3R	15222251..15223180	-1	FBgn0191847	Dsim\GD20374	Scf_3R	10180068..10181150	1	EOG09190GM8	Rpb7	3R	15222251..15223180	-1	FBgn0243428	Dyak\GE26402
9004	FBgn0051156	CG31156	3R	22608670..22613656	-1	FBgn0189967	Dsim\GD18443	Scf_3R	17959963..17964929	-1	EOG0919035F	CG31156	3R	22608670..22613656	-1	FBgn0241163	Dyak\GE24021
9005	FBgn0051157	CG31157	3R	13047731..13049294	1	FBgn0190390	Dsim\GD18879	Scf_3R	12290035..12291651	-1	EOG091909LC	CG31157	3R	13047731..13049294	1	FBgn0243274	Dyak\GE26243
9006	FBgn0051158	Efa6	3R	22587755..22608842	1	FBgn0192422	Dsim\GD20966	Scf_3R	17939333..17960151	1	EOG091901EX	Efa6	3R	22587755..22608842	1	FBgn0228183	Dyak\GE10315
9007	FBgn0051159	mRRF2	3R	22613686..22616622	1	FBgn0192424	Dsim\GD20968	Scf_3R	17964987..17967884	1	EOG0919038S	mRRF2	3R	22613686..22616622	1	FBgn0228185	Dyak\GE10317
9008	FBgn0051161	CG31161	3R	22616511..22618300	1	FBgn0269948	Dsim\GD28658	Scf_3R	17967801..17969608	1	EOG09190ARM	CG31161	3R	22616511..22618300	1	FBgn0228186	Dyak\GE10318
9009	FBgn0051163	SKIP	3R	22133830..22296126	1	FBgn0192386	Dsim\GD20929	Scf_3R	17498175..17648716	1	EOG091902RG	SKIP	3R	22133830..22296126	1	FBgn0228150	Dyak\GE10277
9010	FBgn0051164	Ir94a	3R	22113427..22115214	1	FBgn0186844	Dsim\GD15174	Scf_3R	17477713..17479500	1	EOG091905EZ	Ir94a	3R	22113427..22115214	1	FBgn0228145	Dyak\GE10272
9011	FBgn0051174	CG31174	3R	21868681..21869514	-1	FBgn0190018	Dsim\GD18495	Scf_3R	17232069..17232968	-1	EOG09190G83	CG31174	3R	21868681..21869514	-1	FBgn0241217	Dyak\GE24078
9012	FBgn0051176	CG31176	3R	21672303..21719660	-1	FBgn0191450	Dsim\GD19967	Scf_3R	3766156..3814046	1	EOG09190EZP	CG31176	3R	21672303..21719660	-1	FBgn0242060	Dyak\GE24966
9013	FBgn0051183	CG31183	3R	15857871..15875939	-1	FBgn0191794	Dsim\GD20320	Scf_3R	9524765..9562813	1	EOG091900NU	CG31183	3R	15857871..15875939	-1	FBgn0243381	Dyak\GE26352
9014	FBgn0051184	LSm3	3R	23996262..23997017	1	FBgn0192508	Dsim\GD21053	Scf_3R	19359120..19359881	1	EOG09190K3Y	LSm3	3R	23996262..23997017	1	FBgn0276979	Dyak\GE28824
9015	FBgn0051189	CG31189	3R	21044898..21045842	-1	FBgn0191500	Dsim\GD20018	Scf_3R	4431506..4432708	1	EOG09190DK7	CG31189	3R	21044898..21045842	-1	FBgn0276539	Dyak\GE28384
9016	FBgn0051195	CG31195	3R	20757269..20762369	-1	FBgn0191518	Dsim\GD20036	Scf_3R	4718329..4723485	1	EOG0919026S	CG31195	3R	20757269..20762369	-1	FBgn0242131	Dyak\GE25042
9017	FBgn0051198	CG31198	3R	21754324..21757758	1	FBgn0192354	Dsim\GD20894	Scf_3R	17099223..17102673	1	EOG0919031Z	CG31198	3R	21754324..21757758	1	FBgn0228112	Dyak\GE10238
9018	FBgn0051199	CG31199	3R	20742800..20743869	-1	FBgn0191520	Dsim\GD20039	Scf_3R	4736760..4737833	1	EOG09190FX9	CG31199	3R	20742800..20743869	-1	FBgn0242134	Dyak\GE25045
9019	FBgn0051200	CG31200	3R	20744234..20745338	-1	FBgn0191519	Dsim\GD20038	Scf_3R	4735281..4736390	1	EOG09190CGZ	CG31200	3R	20744234..20745338	-1	FBgn0242133	Dyak\GE25044
9020	FBgn0051201	GluRIIE	3R	20644154..20648716	-1	FBgn0191528	Dsim\GD20047	Scf_3R	4832585..4836432	1	EOG091900XL	GluRIIE	3R	20644154..20648716	-1	FBgn0242141	Dyak\GE25052
9021	FBgn0051202	alpha-Man-Ic	3R	29928701..29930386	-1	FBgn0189094	Dsim\GD17544	Scf_3R	25100765..25102491	-1	EOG0919067R	alpha-Man-Ic	3R	29928701..29930386	-1	FBgn0277366	Dyak\GE29211
9022	FBgn0051204	CG31204	3R	31391894..31393527	-1	FBgn0188073	Dsim\GD16458	Scf_3R	26509221..26510864	-1	EOG09190BGG	CG31204	3R	31391894..31393527	-1	FBgn0240514	Dyak\GE23319
9023	FBgn0051205	CG31205	3R	20731631..20732707	1	FBgn0190870	Dsim\GD19368	Scf_3R	4748386..4749362	-1	EOG09190EB9	CG31205	3R	20731631..20732707	1	FBgn0242742	Dyak\GE25680
9024	FBgn0051211	CG31211	3R	11949680..11954038	1	FBgn0190307	Dsim\GD18789	Scf_3R	13325465..13329706	-1	EOG09190CQ6	CG31211	3R	11949680..11954038	1	FBgn0241342	Dyak\GE24211
9025	FBgn0051213	CG31213	3R	19972898..19979569	1	FBgn0190828	Dsim\GD19326	Scf_3R	5479347..5486994	-1	EOG091900FQ	CG31213	3R	19972898..19979569	1	FBgn0242700	Dyak\GE25638
9026	FBgn0051216	Naam	3R	19671450..19698742	1	FBgn0190811	Dsim\GD19309	Scf_3R	5741370..5768752	-1	EOG091909S6	Naam	3R	19671450..19698742	1	FBgn0242683	Dyak\GE25621
9027	FBgn0051217	modSP	3R	16652446..16655662	-1	FBgn0191746	Dsim\GD20271	Scf_3R	8768508..8771669	1	EOG091906S2	modSP	3R	16652446..16655662	-1	FBgn0243171	Dyak\GE26132
9028	FBgn0051220	CG31220	3R	19648487..19650586	1	FBgn0190808	Dsim\GD19305	Scf_3R	5789948..5791309	-1	EOG09190APF	CG31220	3R	19648487..19650586	1	FBgn0242679	Dyak\GE25617
9029	FBgn0051221	CG31221	3R	19412689..19460311	1	FBgn0190795	Dsim\GD19292	Scf_3R	5981111..6019565	-1	EOG09190E7J	CG31221	3R	19412689..19460311	1	FBgn0242669	Dyak\GE25607
9030	FBgn0051223	CG31223	3R	20831127..20832455	1	FBgn0190878	Dsim\GD19376	Scf_3R	4647476..4648923	-1	EOG09190AN4	CG31223	3R	20831127..20832455	1	FBgn0242748	Dyak\GE25688
9031	FBgn0051224	CG31224	3R	18650121..18659309	-1	FBgn0191638	Dsim\GD20159	Scf_3R	6774570..6781023	1	EOG0919013Z	CG31224	3R	18650121..18659309	-1	FBgn0242270	Dyak\GE25185
9032	FBgn0051225	Ir94f	3R	23481865..23483541	1	FBgn0192472	Dsim\GD21017	Scf_3R	18850221..18851897	1	EOG091905TZ	Ir94f	3R	23481865..23483541	1	FBgn0228238	Dyak\GE10372
9033	FBgn0051230	CG31230	3R	18671679..18672094	1	FBgn0268751	Dsim\GD27461	Scf_3R	6759439..6759895	-1	EOG09190KHL	CG31230	3R	18671679..18672094	1	FBgn0276494	Dyak\GE28339
9034	FBgn0051233	CG31233	3R	21749853..21753237	1	FBgn0192353	Dsim\GD20893	Scf_3R	17094673..17098097	1	EOG091902YO	CG31233	3R	21749853..21753237	1	FBgn0228110	Dyak\GE10236
9035	FBgn0051244	CG31244	3R	19397430..19398567	-1	FBgn0191594	Dsim\GD20114	Scf_3R	6034891..6036156	1	EOG09190CK6	CG31244	3R	19397430..19398567	-1	FBgn0242215	Dyak\GE25129
9036	FBgn0051245	CG31245	3R	19376195..19377225	-1	FBgn0191596	Dsim\GD20116	Scf_3R	6060129..6061198	1	EOG09190EE2	CG31245	3R	19376195..19377225	-1	FBgn0242217	Dyak\GE25131
9037	FBgn0051249	CG31249	3R	17685689..17687071	-1	FBgn0186767	Dsim\GD15096	Scf_3R	7755239..7756451	1	EOG09190FPW	CG31249	3R	17685689..17687071	-1	FBgn0242336	Dyak\GE25254
9038	FBgn0051251	CG31251	3R	17683740..17684915	-1	FBgn0186768	Dsim\GD15097	Scf_3R	7757344..7758489	1	EOG09190BX8	CG31251	3R	17683740..17684915	-1	FBgn0242337	Dyak\GE25255
9039	FBgn0051262	CG31262	3R	17217116..17223074	-1	FBgn0191720	Dsim\GD20243	Scf_3R	8214383..8217193	1	EOG091905QI	CG31262	3R	17217116..17223074	-1	FBgn0241306	Dyak\GE24175
9040	FBgn0051265	CG31265	3R	17128212..17129120	1	FBgn0190646	Dsim\GD19141	Scf_3R	8305176..8306178	-1	EOG09190D1M	CG31265	3R	17128212..17129120	1	FBgn0241724	Dyak\GE24614
9041	FBgn0051266	CG31266	3R	17132662..17133719	1	FBgn0190647	Dsim\GD19142	Scf_3R	8300601..8301690	-1	EOG09190F5K	CG31266	3R	17132662..17133719	1	FBgn0241725	Dyak\GE24615
9042	FBgn0051267	CG31267	3R	17134197..17135283	1	FBgn0190648	Dsim\GD19143	Scf_3R	8298920..8299991	-1	EOG09190D2B	CG31267	3R	17134197..17135283	1	FBgn0227993	Dyak\GE10111
9043	FBgn0051269	CG31269	3R	17127126..17128201	1	FBgn0190645	Dsim\GD19140	Scf_3R	8306089..8307191	-1	EOG09190CQK	CG31269	3R	17127126..17128201	1	FBgn0241723	Dyak\GE24613
9044	FBgn0051272	CG31272	3R	10756296..10759398	-1	FBgn0192173	Dsim\GD20707	Scf_3R	14489352..14492427	1	EOG091905HC	CG31272	3R	10756296..10759398	-1	FBgn0241777	Dyak\GE24671
9045	FBgn0051278	CG31278	3R	10707398..10708340	-1	FBgn0192179	Dsim\GD20713	Scf_3R	14541209..14542200	1	EOG09190EW2	CG31278	3R	10707398..10708340	-1	FBgn0241784	Dyak\GE24678
9046	FBgn0051279	CG31279	3R	16430681..16432897	1	FBgn0190602	Dsim\GD19095	Scf_3R	8991433..8993571	-1	EOG0919082Q	CG31279	3R	16430681..16432897	1	FBgn0241513	Dyak\GE24393
9047	FBgn0051281	Tpl94D	3R	22966284..22967842	1	FBgn0192445	Dsim\GD20990	Scf_3R	18332476..18334086	1	EOG09190KRL	Tpl94D	3R	22966284..22967842	1	FBgn0228208	Dyak\GE10340
9048	FBgn0051287	CG31287	3R	16203371..16204961	1	FBgn0190588	Dsim\GD19081	Scf_3R	9221973..9222891	-1	EOG09190GOU	CG31287	3R	16203371..16204961	1	FBgn0241498	Dyak\GE24377
9049	FBgn0051288	CG31288	3R	25297960..25299557	-1	FBgn0189747	Dsim\GD18212	Scf_3R	20638274..20639876	-1	EOG0919083O	CG31288	3R	25297960..25299557	-1	FBgn0228558	Dyak\GE10713
9050	FBgn0051294	CG31294	3R	15715505..15716585	-1	FBgn0191807	Dsim\GD20333	Scf_3R	9699664..9700705	1	EOG09190FMM	CG31294	3R	15715505..15716585	-1	FBgn0243392	Dyak\GE26363
9051	FBgn0051296	CG31296	3R	15530072..15531473	-1	FBgn0191813	Dsim\GD20339	Scf_3R	9871070..9872978	1	EOG09190CMW	CG31296	3R	15530072..15531473	-1	FBgn0243398	Dyak\GE26369
9052	FBgn0051301	CG31301	3R	15346205..15348012	1	FBgn0190523	Dsim\GD19015	Scf_3R	10055237..10057029	-1	EOG091908QJ	CG31301	3R	15346205..15348012	1	FBgn0241423	Dyak\GE24300
9053	FBgn0051313	CG31313	3R	14566432..14567429	-1	FBgn0191886	Dsim\GD20414	Scf_3R	10816577..10817453	1	EOG09190IQ5	CG31313	3R	14566432..14567429	-1	FBgn0243463	Dyak\GE26442
9054	FBgn0051320	HEATR2	3R	14358356..14361786	-1	FBgn0191898	Dsim\GD20426	Scf_3R	11020390..11024640	1	EOG091902MM	HEATR2	3R	14358356..14361786	-1	FBgn0243476	Dyak\GE26455
9055	FBgn0051321	CG31321	3R	14310362..14314412	1	FBgn0190465	Dsim\GD18954	Scf_3R	11068495..11072640	-1	EOG091905CL	CG31321	3R	14310362..14314412	1	FBgn0241359	Dyak\GE24229
9056	FBgn0051323	CG31323	3R	26170847..26187307	1	FBgn0192714	Dsim\GD21273	Scf_3R	21486245..21501550	1	EOG09190H2S	CG31323	3R	26170847..26187307	1	FBgn0240822	Dyak\GE23658
9057	FBgn0051324	CG31324	3R	26106868..26130674	1	FBgn0192712	Dsim\GD21271	Scf_3R	21429925..21445060	1	EOG09190G70	CG31324	3R	26106868..26130674	1	FBgn0240820	Dyak\GE23656
9058	FBgn0051326	CG31326	3R	14218136..14220205	-1	FBgn0191914	Dsim\GD20443	Scf_3R	11153286..11155375	1	EOG0919069L	CG31326	3R	14218136..14220205	-1	FBgn0227930	Dyak\GE10048
9059	FBgn0051337	CG31337	3R	13543966..13545400	-1	FBgn0191962	Dsim\GD20491	Scf_3R	11810041..11811326	1	EOG09190JHS	CG31337	3R	13543966..13545400	-1	FBgn0241551	Dyak\GE24434
9060	FBgn0051342	CG31342	3R	12986041..12991543	1	FBgn0190380	Dsim\GD18868	Scf_3R	12347681..12353191	-1	EOG091902QM	CG31342	3R	12986041..12991543	1	FBgn0243262	Dyak\GE26230
9061	FBgn0051343	CG31343	3R	21745266..21749003	1	FBgn0192352	Dsim\GD20892	Scf_3R	17090164..17093824	1	EOG091901VX	CG31343	3R	21745266..21749003	1	FBgn0228109	Dyak\GE10235
9062	FBgn0051344	CG31344	3R	15223378..15225329	-1	FBgn0191846	Dsim\GD20373	Scf_3R	10177886..10179898	1	EOG091908GU	CG31344	3R	15223378..15225329	-1	FBgn0243427	Dyak\GE26401
9063	FBgn0051345	CG31345	3R	12811145..12817029	-1	FBgn0192009	Dsim\GD20539	Scf_3R	12515572..12521391	1	EOG09190F86	CG31345	3R	12811145..12817029	-1	FBgn0241599	Dyak\GE24485
9064	FBgn0051347	CG31347	3R	12691733..12692597	-1	FBgn0192017	Dsim\GD20548	Scf_3R	12639939..12640835	1	EOG09190JMA	CG31347	3R	12691733..12692597	-1	FBgn0241607	Dyak\GE24493
9065	FBgn0051357	CG31357	3R	24828279..24829959	-1	FBgn0189797	Dsim\GD18264	Scf_3R	20169895..20171580	-1	EOG091908WN	CG31357	3R	24828279..24829959	-1	FBgn0228611	Dyak\GE10769
9066	FBgn0051358	CG31358	3R	12027736..12031757	-1	FBgn0192075	Dsim\GD20608	Scf_3R	13252158..13253913	1	EOG09190BQZ	CG31358	3R	12027736..12031757	-1	FBgn0241667	Dyak\GE24555
9067	FBgn0051361	dpr17	3R	12094876..12111420	1	FBgn0190317	Dsim\GD18801	Scf_3R	13172593..13189480	-1	EOG09190ADV	dpr17	3R	12094876..12111420	1	FBgn0243195	Dyak\GE26159
9068	FBgn0051363	Jupiter	3R	11590386..11619906	-1	FBgn0192119	Dsim\GD20653	Scf_3R	13655284..13684572	1	EOG09190G9E	Jupiter	3R	11590386..11619906	-1	FBgn0227987	Dyak\GE10105
9069	FBgn0051365	CG31365	3R	23123962..23126422	-1	FBgn0189930	Dsim\GD18405	Scf_3R	18490045..18492512	-1	EOG091906JE	CG31365	3R	23123962..23126422	-1	FBgn0241125	Dyak\GE23983
9070	FBgn0051368	CG31368	3R	11882790..11892382	1	FBgn0190305	Dsim\GD18787	Scf_3R	13387352..13397014	-1	EOG091900LB	CG31368	3R	11882790..11892382	1	FBgn0241338	Dyak\GE24207
9071	FBgn0051370	CG31370	3R	25302464..25303986	1	FBgn0192662	Dsim\GD21211	Scf_3R	20642823..20644419	1	EOG091909MK	CG31370	3R	25302464..25303986	1	FBgn0240767	Dyak\GE23594
9072	FBgn0051371	CG31371	3R	30501124..30503506	-1	FBgn0188590	Dsim\GD17013	Scf_3R	25647007..25649422	-1	EOG0919087G	CG31371	3R	30501124..30503506	-1	FBgn0240574	Dyak\GE23381
9073	FBgn0051373	CG31373	3R	10708487..10709364	-1	FBgn0192178	Dsim\GD20712	Scf_3R	14540199..14541120	1	EOG09190FQ2	CG31373	3R	10708487..10709364	-1	FBgn0241783	Dyak\GE24677
9074	FBgn0051374	sals	3R	11437547..11451791	-1	FBgn0192124	Dsim\GD20658	Scf_3R	13823934..13838629	1	EOG091906TT	sals	3R	11437547..11451791	-1	FBgn0241729	Dyak\GE24619
9075	FBgn0051380	CG31380	3R	25787997..25789455	-1	FBgn0189703	Dsim\GD18167	Scf_3R	21119144..21120676	-1	EOG091908WL	CG31380	3R	25787997..25789455	-1	FBgn0228511	Dyak\GE10662
9076	FBgn0051388	CG31388	3R	11237815..11240114	1	FBgn0192140	Dsim\GD20674	Scf_3R	14026778..14029281	-1	EOG091908JR	CG31388	3R	11237815..11240114	1	FBgn0243126	Dyak\GE26086
9077	FBgn0051390	MED7	3R	10760071..10761032	-1	FBgn0192172	Dsim\GD20706	Scf_3R	14487729..14488689	1	EOG09190FG4	MED7	3R	10760071..10761032	-1	FBgn0241776	Dyak\GE24670
9078	FBgn0051404	CG31404	3R	19375043..19376023	-1	FBgn0191597	Dsim\GD20117	Scf_3R	6061257..6062838	1	EOG09190D2Y	CG31404	3R	19375043..19376023	-1	FBgn0242218	Dyak\GE25132
9079	FBgn0051407	CG31407	3R	10022845..10025150	-1	FBgn0192208	Dsim\GD20742	Scf_3R	15199927..15200731	1	EOG09190IK4	CG31407	3R	10022845..10025150	-1	FBgn0241817	Dyak\GE24712
9080	FBgn0051410	Npc2e	3R	10053332..10054348	1	FBgn0190183	Dsim\GD18662	Scf_3R	15169065..15170130	-1	EOG09190GXA	Npc2e	3R	10053332..10054348	1	FBgn0243048	Dyak\GE26005
9081	FBgn0051413	Qsox4	3R	23702761..23704542	1	FBgn0192484	Dsim\GD21029	Scf_3R	19079592..19081383	1	EOG091904TO	Qsox4	3R	23702761..23704542	1	FBgn0228251	Dyak\GE10385
9082	FBgn0051414	Gba1b	3R	23704804..23708512	1	FBgn0192485	Dsim\GD21030	Scf_3R	19081614..19085060	1	EOG091904K2	Gba1b	3R	23704804..23708512	1	FBgn0228252	Dyak\GE10386
9083	FBgn0051423	Ir94c	3R	22117640..22119454	-1	FBgn0190002	Dsim\GD18479	Scf_3R	17481839..17483809	-1	EOG0919054H	Ir94c	3R	22117640..22119454	-1	FBgn0241196	Dyak\GE24057
9084	FBgn0051424	Ir94b	3R	22115471..22117249	-1	FBgn0189501	Dsim\GD17955	Scf_3R	17479751..17481529	-1	EOG09190751	Ir94b	3R	22115471..22117249	-1	FBgn0241198	Dyak\GE24059
9085	FBgn0051431	CG31431	3R	21870681..21873640	1	FBgn0192361	Dsim\GD20901	Scf_3R	17234059..17237511	1	EOG09190A8J	CG31431	3R	21870681..21873640	1	FBgn0228120	Dyak\GE10246
9086	FBgn0051437	CG31437	3R	25383700..25384623	1	FBgn0192667	Dsim\GD21216	Scf_3R	20719168..20720892	1	EOG09190FA8	CG31437	3R	25383700..25384623	1	FBgn0240773	Dyak\GE23600
9087	FBgn0051439	Muc96D	3R	25397788..25400645	-1	FBgn0269691	Dsim\GD28401	Scf_3R	20733752..20748281	-1	EOG09190JJ0	Muc96D	3R	25397788..25400645	-1	FBgn0228541	Dyak\GE10695
9088	FBgn0051441	CG31441	3R	11236286..11237624	1	FBgn0192139	Dsim\GD20673	Scf_3R	14029348..14030714	-1	EOG09190C22	CG31441	3R	11236286..11237624	1	FBgn0243124	Dyak\GE26084
9089	FBgn0051445	CG31445	3R	29240580..29244827	-1	FBgn0189409	Dsim\GD17862	Scf_3R	24426742..24431081	-1	EOG091901TB	CG31445	3R	29240580..29244827	-1	FBgn0228321	Dyak\GE10460
